sentence,label
"O, be some other name!What's in a name? that which we call a roseBy any other name would smell as sweet;So Romeo would, were he not Romeo call'd,Retain that dear perfection which he owesWithout that title",1
"ROMEO:This day's black fate on more days doth depend;This but begins the woe, others must end",1
England are already out but Costa Rica have qualified,0
"KING RICHARD III:Come to me, Tyrrel, soon at after supper,And thou shalt tell the process of their death",1
"?GREMIO:Good morrow, neighbour Baptista",1
"BUCKINGHAM:To-morrow will it please you to be crown'd?GLOUCESTER:Even when you please, since you will have it so",1
Chelsea defeated Manchester United 1-0 with Eden Hazard scoring the goal,0
"AUTOLYCUS:Very true, sir; he, sir, he; that's the rogue thatput me into this apparel",1
"ESCALUS:You have paid the heavens your function, and theprisoner the very debt of your calling",1
LEONTES:I am a feather for each wind that blows:Shall I live on to see this bastard kneelAnd call me father? better burn it nowThan curse it then,1
Die Rechte wrote to Mayor Ullrich Sierau to ask how many Jews live nearby,0
"QUEEN MARGARET:I'll not believe but they ascend the sky,And there awake God's gentle-sleeping peace",1
"DUKE OF AUMERLE:An if I do not, may my hands rot offAnd never brandish more revengeful steelOver the glittering helmet of my foe!Lord:I task the earth to the like, forsworn Aumerle;And spur thee on with full as many liesAs may be holloa'd in thy treacherous earFrom sun to sun: there is my honour's pawn;Engage it to the trial, if thou darest",1
"Defendant has already been convicted of another murder, jury hears",0
A magnitude-7,0
Most Indian trains have toilets with chutes that empty directly onto tracks,0
Footage released by North Korea shows Kim Jong Un 'flying' a plane,0
"Matthew Cranch, 24, suffered multiple injuries when he fell to the ground",0
Iain Duncan Smith hails a 'fundamental shift' in benefits system,0
Lindsey Vonn pulls out of comeback race next week,0
"Woroud Sawalha, 20, will take part in the women's 800 meters event",0
"NATHANIEL:Peter, didst ever see the like?PETER:He kills her in her own humour",1
Rallies against the verdict took place all weekend,0
"3 KING HENRY VIKING EDWARD IV:Brother of Gloucester, at Saint Alban's fieldThis lady's husband, Sir Richard Grey, was slain,His lands then seized on by the conqueror:Her suit is now to repossess those lands;Which we in justice cannot well deny,Because in quarrel of the house of YorkThe worthy gentleman did lose his life",1
"In an expletive-filled rant, he told the judge he knew he was going to get life in prison but shot dead his boss for wanting to molest his brother",0
The 31-year-old will replace Tottenham Hotspur-bound DeAndre Yedlin,0
"But, O thou tyrant!Do not repent these things, for they are heavierThan all thy woes can stir; therefore betake theeTo nothing but despair",1
HORTENSIO:I know her answer,1
"Glasgow and Edinburgh saw up to two inches of snowfall overnight, with similar amount in Teesside and Co Durham",0
BRUTUS:They have ta'en note of us: keep on your way,1
"Properties in larger cities, however, are far less glamorous and more confined",0
Defence coach Shaun Edwards has praised Wales' turnover ability,0
"GLOUCESTER:A gentle cousin, were it light enough",1
New BT deal is expected to help Premiership clubs keep hold of their players and in competition with cash-rich French sides,0
"GREMIO:Yea, leave that labour to great Hercules;And let it be more than Alcides' twelve",1
Servant:He's hearing of a cause; he will come straightI'll tell him of you,1
She said tweet to her 170 followers was misinterpreted,0
"Rogue electors can disenfranchise millions of voters, Robert M",0
The teen told the older children that he was nice to kids and had been babysitting for a long time,0
"EDWARD:O Warwick, I do bend my knee with thine;And in this vow do chain my soul to thine!And, ere my knee rise from the earth's cold face,I throw my hands, mine eyes, my heart to thee,Thou setter up and plucker down of kings,Beseeching thee, if with they will it standsThat to my foes this body must be prey,Yet that thy brazen gates of heaven may ope,And give sweet passage to my sinful soul!Now, lords, take leave until we meet again,Where'er it be, in heaven or in earth",1
Group caught out after posting more and more adverts for donors online,0
"She hath made me four and twenty nose-gays forthe shearers, three-man-song-men all, and very goodones; but they are most of them means and bases; butone puritan amongst them, and he sings psalms tohorn-pipes",1
"KING LEWIS XI:Then further, all dissembling set aside,Tell me for truth the measure of his loveUnto our sister Bona",1
"Obama says he's for ""clean coal""",0
"Let me twineMine arms about that body, where againstMy grained ash an hundred times hath brokeAnd scarr'd the moon with splinters: here I clipThe anvil of my sword, and do contestAs hotly and as nobly with thy loveAs ever in ambitious strength I didContend against thy valour",1
PAULINA:A most unworthy and unnatural lordCan do no more,1
Loaded with crash-test dummies and cameras in first deliberate aircraft crash since NASA's 30 years ago,0
French quota system demands women make up 20% of board members,0
CLIFFORD:I would your highness would depart the field:The queen hath best success when you are absent,1
"He faces 92 counts, including charges of ""institutional sexual assault""",0
"NEW: Genevieve Sabourin is free until a May 14 hearing, but she must stay away from Baldwin",0
31% of Brits stay in the UK to celebrate their newly-wedded bliss,0
"GLOUCESTER:Tush, that was in thy rage:Speak it again, and, even with the word,That hand, which, for thy love, did kill thy love,Shall, for thy love, kill a far truer love;To both their deaths thou shalt be accessary",1
"BUCKINGHAM:My Lord, I have consider'd in my mindThe late demand that you did sound me in",1
MIRANDA:How came we ashore?PROSPERO:By Providence divine,1
Julie Bishop has called on Thai government to allow a transition period before banning commercial surrogacy,0
Taylor Farms spokesman says no proof the mouse had been in container,0
Penn Station shut down all train traffic on Wednesday night due to a switching problem - but later reopened,0
India marks Independence Day on August 15,0
"Charlotte Cobbald, 17, was visiting family farm in Suffolk while being treated in a mental health unit",0
It can charge a phone in the case and also be used to charge accessories,0
TRANIO:'Tis some odd humour pricks him to this fashion;Yet oftentimes he goes but mean-apparell'd,1
KING RICHARD II:Your cares set up do not pluck my cares down,1
Surgery was repeatedly delayed because of the lack of an available bed,0
"Incidents occurred in Tbilisi, Georgia, and Bangkok, Thailand",0
GRUMIO:Call them forth,1
DUKE VINCENTIO:'Tis well borne up,1
Yemen has seen nearly a week of daily demonstrations as protests sweep the region,0
"MARCIUS:Then shall we hear their 'larum, and they ours",1
"Matthew Boyd, 32, has been charged with murder, GBH and ABH",0
"EDWARD:Where is the Duke of Norfolk, gentle Warwick?And when came George from Burgundy to England?WARWICK:Some six miles off the duke is with the soldiers;And for your brother, he was lately sentFrom your kind aunt, Duchess of Burgundy,With aid of soldiers to this needful war",1
"marijuana growers allegedly fired rocket-propelled grenades, mortars and machine guns at officers during a drug raid",0
"WARWICK:Tell him from me that he hath done me wrong,And therefore I'll uncrown him ere't be long",1
"The good Samaritan's two sons, ages 9 and 10, sit with their father as he dies",0
"LUCENTIO:Spit in the hole, man, and tune again",1
"PERDITA:How often have I told you 'twould be thus!How often said, my dignity would lastBut till 'twere known!FLORIZEL:It cannot fail but byThe violation of my faith; and thenLet nature crush the sides o' the earth togetherAnd mar the seeds within! Lift up thy looks:From my succession wipe me, father; IAm heir to my affection",1
Andrew Moonen rehired by another private contractor less than two months later,0
"Nurse:O Lord, I could have stay'd here all the nightTo hear good counsel: O, what learning is!My lord, I'll tell my lady you will come",1
"In brief, sir, sith it your pleasure is,And I am tied to be obedient;For so your father charged me at our parting,'Be serviceable to my son,' quoth he,Although I think 'twas in another sense;I am content to be Lucentio,Because so well I love Lucentio",1
JOHN OF GAUNT:Thy grief is but thy absence for a time,1
The 56-year-old underwent two operations on her back for a slipped disc,0
"GLOUCESTER:BUCKINGHAM:Now, in good time, here comes the Duke of York",1
The club have assured the Football League they are in no financial danger,0
Police have stressed allegations are not connected to Savile inquiry,0
QUEEN ELIZABETH:Pitchers have ears,1
The 21-term congressman faced changing demographics and a redrawn district,0
"HENRY BOLINGBROKE:My lord, my answer is--to Lancaster;And I am come to seek that name in England;And I must find that title in your tongue,Before I make reply to aught you say",1
"DUKE VINCENTIO:The hand that hath made you fair hath made you good:the goodness that is cheap in beauty makes beautybrief in goodness; but grace, being the soul ofyour complexion, shall keep the body of it everfair",1
The Cribbar phenomenon happens just a handful of times every winter between September and April,0
"ESCALUS:Come, sir: did you set these women on to slanderLord Angelo? they have confessed you did",1
"Where's Romeo's man? what can he say in this?BALTHASAR:I brought my master news of Juliet's death;And then in post he came from MantuaTo this same place, to this same monument",1
"'MENENIUS:O me, the gods!You must not speak of that: you must desire themTo think upon you",1
"Officer filmed taking scooter to police station in Salisbury, Wiltshire",0
Thou art the list,1
"PROSPERO:To have no screen between this part he play'dAnd him he play'd it for, he needs will beAbsolute Milan",1
Pilot Tom Short worries that California's drought will make for a difficult wildfire season,0
Trotters keeper Adam Bodgan made some tremendous saves with the visitors deserving another shot at Liverpool,0
"Now, pious sir,You will demand of me why I do this?FRIAR THOMAS:Gladly, my lord",1
"AUTOLYCUS:Here's one to a very doleful tune, how a usurer'swife was brought to bed of twenty money-bags at aburthen and how she longed to eat adders' heads andtoads carbonadoed",1
"Your brother's death, I know, sits at your heart;And you may marvel why I obscured myself,Labouring to save his life, and would not ratherMake rash remonstrance of my hidden powerThan let him so be lost",1
Send for your daughter by your servant here:My boy shall fetch the scrivener presently,1
FRIAR THOMAS:It rested in your graceTo unloose this tied-up justice when you pleased:And it in you more dreadful would have seem'dThan in Lord Angelo,1
"Therefore paucas pallabris; let the world slide: sessa!Hostess:You will not pay for the glasses you have burst?SLY:No, not a denier",1
"Dufault was denied a lower bail at a hearing Friday, as defense attorneys argued she was not a flight risk and had no criminal history",0
"My noble uncle!DUKE OF YORK:Show me thy humble heart, and not thy knee,Whose duty is deceiveable and false",1
"The mantleof Queen Hermione's, her jewel about the neck of it,the letters of Antigonus found with it which theyknow to be his character, the majesty of thecreature in resemblance of the mother, the affectionof nobleness which nature shows above her breeding,and many other evidences proclaim her with allcertainty to be the king's daughter",1
I hope it is some pardon or reprieveFor the most gentle Claudio,1
"NORTHUMBERLAND:Why, is he not with the queen?HENRY PERCY:No, my good Lord; he hath forsook the court,Broken his staff of office and dispersedThe household of the king",1
Cameron Todd Willingham maintained his innocence up until his execution in 2004,0
How came the posternsSo easily open?First Lord:By his great authority;Which often hath no less prevail'd than soOn your command,1
PARIS:Of honourable reckoning are you both;And pity 'tis you lived at odds so long,1
"CORIOLANUS:Cut me to pieces, Volsces; men and lads,Stain all your edges on me",1
"HERMIONE:If you would seek us,We are yours i' the garden: shall's attend you there?LEONTES:To your own bents dispose you: you'll be found,Be you beneath the sky",1
This page includes the show Transcript and the Daily Curriculum,0
"Army denies accusations, says different reporter may embed with division",0
"VALERIA:Not out of doors!VOLUMNIA:She shall, she shall",1
Follows spate of teacher abuse cases across China,0
"far off!There is Aufidius; list, what work he makesAmongst your cloven army",1
He was arrested and accused of using excessive force,0
"MENENIUS:Prithee, fellow, remember my name is Menenius,always factionary on the party of your general",1
"CAMILLO:Sir, I will tell you;Since I am charged in honour and by himThat I think honourable: therefore mark my counsel,Which must be even as swiftly follow'd asI mean to utter it, or both yourself and meCry lost, and so good night!POLIXENES:On, good Camillo",1
"Raiders broke into family home shouting 'police, police' and attacked heron",0
JULIET:O think'st thou we shall ever meet again?ROMEO:I doubt it not; and all these woes shall serveFor sweet discourses in our time to come,1
"They say government didn't enforce safety rules, is conducting weak investigation",0
CLARENCE:I shall be reconciled to him again,1
"PETRUCHIO:Twenty crowns!I'll venture so much of my hawk or hound,But twenty times so much upon my wife",1
"CLAUDIO:But is there any?ISABELLA:Yes, brother, you may live:There is a devilish mercy in the judge,If you'll implore it, that will free your life,But fetter you till death",1
Bradford schools get pupils to cook a nutritious meal before heading home,0
MENENIUS:A hundred thousand welcomes,1
BENVOLIO:Romeo will answer it,1
"TRANIO:Is't possible, friend Licio, that Mistress BiancaDoth fancy any other but Lucentio?I tell you, sir, she bears me fair in hand",1
"Since theirmore mature dignities and royal necessities madeseparation of their society, their encounters,though not personal, have been royally attorneyedwith interchange of gifts, letters, lovingembassies; that they have seemed to be together,though absent, shook hands, as over a vast, andembraced, as it were, from the ends of opposedwinds",1
Libyan newspaper says he committed suicide in prison; rights group seeks inquiry,0
"Rudy Hummel, 17, spent an entire year camping outside in extreme heat and cold",0
Thou art not thyself;For thou exist'st on many a thousand grainsThat issue out of dust,1
"Potter, 49, charged with second-degree murder, arson and tampering with a motor vehicle",0
"PERDITA:Sir, my gracious lord,To chide at your extremes it not becomes me:O, pardon, that I name them! Your high self,The gracious mark o' the land, you have obscuredWith a swain's wearing, and me, poor lowly maid,Most goddess-like prank'd up: but that our feastsIn every mess have folly and the feedersDigest it with a custom, I should blushTo see you so attired, sworn, I think,To show myself a glass",1
Dann says that no-one can stop Bolasie when he is on formÂ,0
"China says that Hong Kong does not enjoy ""full autonomy""",0
Crime scene established at home in Budgewoi on the NSW Central Coast,0
"PETRUCHIO:Do, good old grandsire; and withal make knownWhich way thou travellest: if along with us,We shall be joyful of thy company",1
NEW: State TV reports 821 Muslim Brotherhood members arrested,0
"KING EDWARD IV:Go to, we pardon thee: therefore, in brief,Tell me their words as near as thou canst guess them",1
"Masters all, be quiet;Put up your swords",1
"LADY CAPULET:What, are you busy, ho? need you my help?JULIET:No, madam; we have cull'd such necessariesAs are behoveful for our state to-morrow:So please you, let me now be left alone,And let the nurse this night sit up with you;For, I am sure, you have your hands full all,In this so sudden business",1
An anonymous tipster released the New England Patriots report which called 'Johnny Football' 'cocky' and a 'me-guy'However report concedes that Manziel is an 'outstanding athelete with a unique skill set'Boston Herald Patriots reporter already dubbed scouting report 'a fake',0
"BAPTISTA:The gain I seek is, quiet in the match",1
Images show penguin parents huddling around young to keep them alive,0
"DUKE VINCENTIO:Well, you'll answer this one day",1
"And, madam, there is order ta'en for you;With all swift speed you must away to France",1
"Come, go with me;Under our tents I'll play the eaves-dropper,To see if any mean to shrink from me",1
"Hear me, you wrangling pirates, that fall outIn sharing that which you have pill'd from me!Which of you trembles not that looks on me?If not, that, I being queen, you bow like subjects,Yet that, by you deposed, you quake like rebels?O gentle villain, do not turn away!GLOUCESTER:Foul wrinkled witch, what makest thou in my sight?QUEEN MARGARET:But repetition of what thou hast marr'd;That will I make before I let thee go",1
"ISABELLA:Else let my brother die,If not a feodary, but only heOwe and succeed thy weakness",1
The Prime Minister hailed 'a golden summer' of achievement by the Olympic team,0
"LUCIO:Provost:ISABELLA:We cannot weigh our brother with ourself:Great men may jest with saints; 'tis wit in them,But in the less foul profanation",1
Passenger tracked his vehicle after he was told it would be kept 'securely',0
Most of the cast of Hollywood celebs who attended Kim's wedding to Kris Humphries in 2011 are not invited to her intimate nuptials to Kanye,0
"Vice President Joe Biden, visiting Japan, meets with Prime Minister Shinzo Abe",0
"GLOUCESTER:If you thrive well, bring them to Baynard's Castle;Where you shall find me well accompaniedWith reverend fathers and well-learned bishops",1
Pulled up midway through a team shape session ahead of Italy clash,0
Staff at their Hartlepool school initially thought the boys were joking,0
Nikola Mirotic matched a career high 29 points in Chicago Bulls win,0
"The government is cutting $534 million from indigenous programs over the next five years, and has adopted a hard line against asylum seekers",0
"Give me the boy: I am glad you did not nurse him:Though he does bear some signs of me, yet youHave too much blood in him",1
"five bedroom house in Hoo, Kent",0
Claimed he was rushing to see injured cyclist after message from colleague,0
"JULIET:Sweet, so would I:Yet I should kill thee with much cherishing",1
"Rios, the CEO of Go Ape Marketing and says she women can be successful in business, but doesn't think a woman can run the country",0
AUTOLYCUS:A lie; you are rough and hairy,1
"ROMEO:Art thou so bare and full of wretchedness,And fear'st to die? famine is in thy cheeks,Need and oppression starveth in thine eyes,Contempt and beggary hangs upon thy back;The world is not thy friend nor the world's law;The world affords no law to make thee rich;Then be not poor, but break it, and take this",1
"RICHARD:Brother, give me thy hand; and, gentle Warwick,Let me embrace thee in my weary arms:I, that did never weep, now melt with woeThat winter should cut off our spring-time so",1
when Plotnkov was killed,0
Begg spent nearly three years in U,0
"Clown:Come on, strike up!DORCAS:Mopsa must be your mistress: marry, garlic,To mend her kissing with!MOPSA:Now, in good time!Clown:Not a word, a word; we stand upon our manners",1
NORTHUMBERLAND:So doth the cony struggle in the net,1
"VINCENTIO:Lucentio! O, he hath murdered his master! Lay holdon him, I charge you, in the duke's name",1
Judge: 'His past of cruelty to children and violence to women is troubling',0
He now has a powered wheelchair and has become an internet sensation,0
"5 years ago, explosion buried 65 coal miners",0
"‘For me, a half Ironman is a four-hour race, and the winning margin can often be less than a minute, even 30 seconds,’ said Mr Thomas",0
He can't walk or crawl because the muscles in his legs constantly spasm,0
A Lithuanian talk show has accused Norway of seizing foreign children,0
"DUKE OF YORK:If thou do pardon, whosoever pray,More sins for this forgiveness prosper may",1
But midfielder says he is still not 100 per cent fit after niggling injuries,0
Deila led Norwegian club Stromsgodset to their first title in 43 years in 2013,0
"Police: 2 police cars unusable, 3 badly damaged in a Pennsylvania town",0
The FA is said to have spent a year negotiating with BA over flights,0
"Titus Lartius, thouShalt see me once more strike at Tullus' face",1
"'Zounds, consort!BENVOLIO:We talk here in the public haunt of men:Either withdraw unto some private place,And reason coldly of your grievances,Or else depart; here all eyes gaze on us",1
"Romeo! humours! madman! passion! lover!Appear thou in the likeness of a sigh:Speak but one rhyme, and I am satisfied;Cry but 'Ay me!' pronounce but 'love' and 'dove;'Speak to my gossip Venus one fair word,One nick-name for her purblind son and heir,Young Adam Cupid, he that shot so trim,When King Cophetua loved the beggar-maid!He heareth not, he stirreth not, he moveth not;The ape is dead, and I must conjure him",1
"Weep thou for me in France, I for thee here;Better far off than near, be ne'er the near",1
"PROSPERO:My brave spirit!Who was so firm, so constant, that this coilWould not infect his reason?ARIEL:Not a soulBut felt a fever of the mad and play'dSome tricks of desperation",1
"But what said Lady Bona to my marriage?Post:These were her words, utter'd with mad disdain:'Tell him, in hope he'll prove a widower shortly,I'll wear the willow garland for his sake",1
Olivia Pollard suffered horrific head injuries in sickening hit-and-run,0
He was knifed after a brawl broke out between occupants of two vehicles,0
"MIRANDA:O, woe the day!PROSPERO:No harm",1
With an 18ft wingspan it is 14 times smaller than the full-sized Airbus A380,0
She is seeking 'a fresh pair of eyes' to search for fortune she believes Mr Young kept from her during bitter divorce battle,0
"TRANIO:Master, for my hand,Both our inventions meet and jump in one",1
Accident happened just months after the sisters' soldier brother was killed,0
"First Senator:No more words, we beseech you",1
Jackson plays golf as a hobby and to raise funds for charity,0
"ROMEO:No matter: get thee gone,And hire those horses; I'll be with thee straight",1
"New book claims DH Lawrence's character, Lady Chatterley, was Italian",0
"ISABELLA:This gentleman told somewhat of my tale,--LUCIO:Right",1
"Make much of him, my lords, for this is heMust help you more than you are hurt by me",1
"Both:Ay, so we will",1
The British government defends the questioning as legal,0
"I beg for justice, which thou, prince, must give;Romeo slew Tybalt, Romeo must not live",1
"First Servingman:But, more of thy news?Third Servingman:Why, he is so made on here within, as if he were sonand heir to Mars; set at upper end o' the table; noquestion asked him by any of the senators, but theystand bald before him: our general himself makes amistress of him: sanctifies himself with's hand andturns up the white o' the eye to his discourse",1
They want Piertersen to play between Caribbean and Indian commitments,0
"ELBOW:Nay, if there be no remedy for it, but that you willneeds buy and sell men and women like beasts, weshall have all the world drink brown and white bastard",1
"Leave me solely: go,See how he fares",1
"He says it ""felt great"" to vote for the first time, urges young people to get involved",0
"the country needs it""Rock says he can't support a guy like McCain with ""12 houses""Says vote for the guy with one house, cause he's scared of losing it",0
"CORIOLANUS:Menenius ever, ever",1
Comedian David Baddiel and cricketer Michael Vaughan 'involved'HMRC vowed to use new powers to claw back £7,0
"Tomorrow and Thursday, heavy showers or longer spells of rain will push north across western parts",0
"KING EDWARD IV:Lords, give us leave: I'll try this widow's wit",1
"Hanan, 19, was captured by ISIS when militants took the town of Sinjar",0
"Asked if he's burnishing hie image in preparation for a White House run in 2016, he said only: 'Maybe'",0
"Family and police warned her not to go, fearing online romance scam",0
Big-serving Milos Raonic has become the highest-ranked Canadian tennis player,0
To whom do lions cast their gentle looks?Not to the beast that would usurp their den,1
Her hip surgery in July followed a fall from bed,0
"Targets families with high levels of truancy, crime and worklessness",0
"Away, away! for he is coming hither",1
"YORK:What, will you go unto the Tower, my lord?PRINCE EDWARD:My lord protector needs will have it so",1
"MENENIUS:If, by the tribunes' leave, and yours, good people,I may be heard, I would crave a word or two;The which shall turn you to no further harmThan so much loss of time",1
The Novara prosecutor is looking into filing a criminal complaint against Facebook,0
"BRUTUS:Good or bad?MENENIUS:Not according to the prayer of the people, for theylove not Marcius",1
GLOUCESTER:Your bed-chamber,1
"MOPSA:Is it true, think you?AUTOLYCUS:Very true, and but a month old",1
"Ballmer became friends with Bill Gates at Harvard, succeeded him as Microsoft CEO",0
Teachers have erected barbed wire and metal sheets to prevent smuggling,0
"Go with him, provost",1
"Kids n Cancer raised £50,000 from donations to help pay for the therapy",0
Mineiro win via a penalty shoot out after the teams were locked at 2-2 after 90 minutes,0
Two doctors on 'restricted duties' and reported to General Medical Council,0
Local residents have noticed the colder temps but say its no big deal since they are already bundled up for 20-below zero temperatures,0
Take thy commission,1
Google's annual I/O conference takes place in San Francisco on Wednesday,0
Mesa County Coroner's office have not yet determined the circumstances surrounding her death,0
"VALERIA:In troth, I think she would",1
The drill is plugged into an MP3 player and patients hear louder music when they open their mouths,0
MENENIUS:Here come the clusters,1
"Come, sir page,Look on me with your welkin eye: sweet villain!Most dear'st! my collop! Can thy dam?--may't be?--Affection! thy intention stabs the centre:Thou dost make possible things not so held,Communicatest with dreams;--how can this be?--With what's unreal thou coactive art,And fellow'st nothing: then 'tis very credentThou mayst co-join with something; and thou dost,And that beyond commission, and I find it,And that to the infection of my brainsAnd hardening of my brows",1
"YORK:I pray you, uncle, give me this dagger",1
"CATESBY:My liege, the Duke of Buckingham is taken;That is the best news: that the Earl of RichmondIs with a mighty power landed at Milford,Is colder tidings, yet they must be told",1
"Good night, good night! parting is suchsweet sorrow,That I shall say good night till it be morrow",1
"DUKE VINCENTIO:This letter, then, to Friar Peter give;'Tis that he sent me of the duke's return:Say, by this token, I desire his companyAt Mariana's house to-night",1
"You know him not, sir",1
"BUSHY:Each substance of a grief hath twenty shadows,Which shows like grief itself, but is not so;For sorrow's eye, glazed with blinding tears,Divides one thing entire to many objects;Like perspectives, which rightly gazed uponShow nothing but confusion, eyed awryDistinguish form: so your sweet majesty,Looking awry upon your lord's departure,Find shapes of grief, more than himself, to wail;Which, look'd on as it is, is nought but shadowsOf what it is not",1
"rance ta'enAs shall with either part's agreement stand?BAPTISTA:Not in my house, Lucentio; for, you know,Pitchers have ears, and I have many servants:Besides, old Gremio is hearkening still;And happily we might be interrupted",1
A source said Mr Pelly was aware he was trading on his links to Royals,0
Ofcom says it is deciding whether to investigate scene of sexual assault,0
"JULIET:Wilt thou be gone? it is not yet near day:It was the nightingale, and not the lark,That pierced the fearful hollow of thine ear;Nightly she sings on yon pomegranate-tree:Believe me, love, it was the nightingale",1
"ANGELO:Plainly conceive, I love you",1
LUCIO:Do not believe it,1
New poll: Respondents view McCain as better in handling terrorism,0
"Convicted of running gambling dens, illegal imprisonment, harboring people and bribing officials, say state media",0
The Right Reverend Peter Hancock's previous home was open to the public,0
They have launched a manhunt to track down a man who they believe may have been involved,0
"SAMPSON:No, sir, I do not bite my thumb at you, sir, but Ibite my thumb, sir",1
"Anti-Defamation League, Simon Wiesenthal Center say it uses anti-Semitic imagery",0
"What's Montague? it is nor hand, nor foot,Nor arm, nor face, nor any other partBelonging to a man",1
cent swear at the table,0
"Why, what is pomp, rule, reign, but earth and dust?And, live we how we can, yet die we must",1
"AUTOLYCUS:This is a merry ballad, but a very pretty one",1
Number of casualties in spring rose 9% compared to same period last year,0
Dates from when universe was 5 per cent its current age,0
"The owner of the factory should be prosecuted for the lack of safety measures, the panel says",0
The 17-year-old schoolgirl was stabbed in a Doncaster park last week,0
He said it was a 'smart decision' to go to the protests and would do it again,0
Leading Nazis prosecuted at Nuremberg but many lesser Nazis escaped justice,0
"Though the nature of our quarrel yet never brookedparle, know now, upon advice, it toucheth us both,that we may yet again have access to our fairmistress and be happy rivals in Bianco's love, tolabour and effect one thing specially",1
"To make you understand this in amanifested effect, I crave but four days' respite;for the which you are to do me both a present and adangerous courtesy",1
Change in law could make referendum binding - but only if held within a fixed time period,0
"Let me unkiss the oath 'twixt thee and me;And yet not so, for with a kiss 'twas made",1
Sit down;For thou must now know farther,1
"Scientists aim to build robot that thinks, senses and acts like honeybee",0
Mothers and others march with pictures of their missing sons and daughters,0
Norwegian Air Shuttle was delayed hours on Tuesday thanks to a mouse,0
"Paid $13,500 for Ebola domain in 2008 and was waiting for moment to sell",0
"NEW: Clinton leaves hospital Friday morning, former DNC chairman says",0
"Can you tell me of any?LUCIO:Some say he is with the Emperor of Russia; othersome, he is in Rome: but where is he, think you?DUKE VINCENTIO:I know not where; but wheresoever, I wish him well",1
"DUKE VINCENTIO:Go take her hence, and marry her instantly",1
"That, had he twenty heads to tender downOn twenty bloody blocks, he'ld yield them up,Before his sister should her body stoopTo such abhorr'd pollution",1
"What is the matter, Aumerle",1
Angel Di Maria strikes deep in extra time as Argentina defeat Switzerland 1-0,0
"Beat thou the drum, that it speak mournfully:Trail your steel pikes",1
"But, tell me, where is princely Richmond now?CHRISTOPHER:At Pembroke, or at Harford-west, in Wales",1
"MERCUTIO:Nay, gentle Romeo, we must have you dance",1
Only 100 cases of the condition have been reported,0
"CLARENCE:A little gale will soon disperse that cloudAnd blow it to the source from whence it came:The very beams will dry those vapours up,For every cloud engenders not a storm",1
"DUKE VINCENTIO:That we were all, as some would seem to be,From our faults, as faults from seeming, free!ELBOW:His neck will come to your waist,--a cord, sir",1
"Lord Mayor:See, where he stands between two clergymen!BUCKINGHAM:Two props of virtue for a Christian prince,To stay him from the fall of vanity:And, see, a book of prayer in his hand,True ornaments to know a holy man",1
"GLOUCESTER:The queen is valued thirty thousand strong,And Somerset, with Oxford fled to her:If she have time to breathe be well assuredHer faction will be full as strong as ours",1
Keller's blog Roadkill Goldfish has received millions of views and thousands of comments since Monday,0
"Ford, 45, is being treated for a malignant liposarcoma in his abdomen",0
Tens of thousands of people without water and electricity,0
"KING RICHARD III:Well, let that pass",1
"KING HENRY VI:In God's name, lead; your king's name be obey'd:And what God will, that let your king perform;And what he will, I humbly yield unto",1
Capture of Rawah and Anah may mean ISIS is marching to Haditha dam,0
Her ex-boyfriend allegedly attacked her the night before she gave birth,0
Auctioneer says it will appeal to entrepreneurs who can see its potential,0
"Therefore he sends to know your lordship's pleasure,If presently you will take horse with him,And with all speed post with him toward the north,To shun the danger that his soul divines",1
"By your patience,I may not suffer you to visit them;The king hath straitly charged the contrary",1
Mexico President Enrique Pena Nieto is replacing the police department and seizing their weapons,0
Both Tribunes:Say not we brought it,1
SFO Museum is the only airport museum accredited by the American Alliance of Museums,0
The London Olympics is prime time for UFOs to appear says UFO expert,0
Citizens:You so remain,1
"Up, cousin, up; your heart is up, I know,Thus high at least, although your knee be low",1
"Servant:Find them out whose names are written here! It iswritten, that the shoemaker should meddle with hisyard, and the tailor with his last, the fisher withhis pencil, and the painter with his nets; but I amsent to find those persons whose names are herewrit, and can never find what names the writingperson hath here writ",1
"MIRANDA:I might call himA thing divine, for nothing naturalI ever saw so noble",1
"Drawings by Gauguin, Cezanne and Picasso also found in haul",0
"This year, she tested the 1",0
DUKE VINCENTIO:These letters at fit time deliver meThe provost knows our purpose and our plot,1
British aid for Pakistan will soar from £267m now to £446m in 2014/15,0
"Second Murderer:What shall we do?CLARENCE:Relent, and save your souls",1
The proudest of you allHave been beholding to him in his life;Yet none of you would once plead for his life,1
Manager Prandelli said taking striker to Brazil shortly after injury would be too risky,0
"ANTIGONUS:La you now, you hear:When she will take the rein I let her run;But she'll not stumble",1
Is leading taskforce to tackle organised grooming and child sex exploitation,0
"ISABELLA:Show me how, good father",1
Errol Louis: By chance a bystander video caught South Carolina officer shooting apparently unarmed black man,0
"In sentencing Wednesday for the two intoxication assault counts, judge Jean Boyd decided again to give no jail time",0
"Lord Marshal:Sound, trumpets; and set forward, combatants",1
Let's see thy face,1
"The next news is, I have to London sentThe heads of Oxford, Salisbury, Blunt, and Kent:The manner of their taking may appearAt large discoursed in this paper here",1
"He was pictured snuggling up to his new treemate Tucker, 18-months-old",0
"Police are conducting a homicide investigation into ""sweatbox"" deaths",0
"KATHARINA:Love me or love me not, I like the cap;And it I will have, or I will have none",1
The inclusion of controversial artist,0
Fishermen use a traditional technique using cormorants to catch their fish,0
